timestamp,drug_name,price_usd,vendor_id,ships_from,ships_to,product_rating,vendor_rating
1411852780552,cocaine,14.537007869999998,80,Germany,Worldwide,38,85
1411852780553,cocaine,465.18425183999994,61,Belgium,Worldwide,34,86
1411852780553,cocaine,257.307260385,56,United Kingdom,United Kingdom,34,96
1411852780554,cocaine,598.0746035775,58,United States,United States,32,91
1411852780554,cocaine,84.6404313675,79,United Kingdom,United Kingdom,34,91
1411852780556,cocaine,363.954291165,53,United Kingdom,Worldwide,31,95
1411852780556,cocaine,959.1454491675,68,Australia,Australia,32,94
1411852780556,cocaine,331.75489012500003,65,Canada,Worldwide,29,91
1411852780557,cocaine,1.6670043675000001,6,Undeclared,Worldwide,35,95
1411852780557,cocaine,88.0260010275,51,United Kingdom,Worldwide,34,89
1411852780557,cocaine,109.4039537775,81,United States,United States,23,92
1411852780558,cocaine,142.19590883249998,56,United Kingdom,United Kingdom,27,96
1411852780559,cocaine,32.248185607500005,79,United Kingdom,United Kingdom,32,91
1411852780559,cocaine,74.26954623750001,66,United States,United States,31,93
1411852780561,cocaine,118.9391553,17,Netherlands,Worldwide,28,86
1411852780561,cocaine,346.9665528675,81,United States,United States,29,92
1411852780561,cocaine,201.856261905,65,Canada,Worldwide,34,91
1411852798854,cocaine,118.78129954500001,82,United States,United States,25,83
1411852798855,cocaine,91.4115706875,60,United Kingdom,United Kingdom,29,88
1411852798855,cocaine,265.695033015,71,Australia,Australia,32,98
1411852798856,cocaine,73.613136,73,United States,United States ,32,97
1411852798856,cocaine,475.32350943,5,Germany,Worldwide except Australia,24,94
1411852798857,cocaine,346.9665528675,62,Australia,Australia,25,96
1411852798857,cocaine,304.70563224750003,53,United Kingdom,Worldwide,22,95
1411852798858,cocaine,643.26775434,60,United Kingdom,Worldwide,28,88
1411852798858,cocaine,490.91513652749995,60,United Kingdom,Worldwide,28,88
1411852798859,cocaine,719.35898772,67,Australia,Australia,24,95
1411852798859,cocaine,441.8235832125,51,United Kingdom,Worldwide,25,89
1411852798859,cocaine,103.1523899325,83,United States,United States,21,88
1411852798860,cocaine,531.15050604,66,United States,United States,19,93
1411852798860,cocaine,541.69907805,8,United Kingdom,Worldwide,21,87
1411852798860,cocaine,239.64645370500003,62,Australia,Australia,23,96
1411852798861,cocaine,1667.106696105,48,Germany,Worldwide,23,89
1411852798861,cocaine,416.77647571499995,84,United States,Worldwide,21,78
1411852798862,cocaine,359.4696805575,82,United States,United States,13,83
